Hotel_Name,Location,Price,Rating,Score,Total_Review,Link
"Hotel Eleven Heights ,Bhopal",Bhopal,"1,349",Very good ,8.2,24 reviews,https://www.booking.com/hotel/in/cherrystay-11-heights.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=831944501_406559309_2_2_0&highlighted_blocks=831944501_406559309_2_2_0&matching_block_id=831944501_406559309_2_2_0&sr_pri_blocks=831944501_406559309_2_2_0__134865&from=searchresults
Giovanni Suites,Bhopal,"3,105",Good ,7.8,168 reviews,https://www.booking.com/hotel/in/giovanni-suits.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=306826710_179863610_2_42_0&highlighted_blocks=306826710_179863610_2_42_0&matching_block_id=306826710_179863610_2_42_0&sr_pri_blocks=306826710_179863610_2_42_0__310500&from=searchresults
Hotel O Mansa,Bhopal,"1,116",Good ,7.0,1 review,https://www.booking.com/hotel/in/oyo-80294-new-mansa.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=724009302_310063452_2_0_0&highlighted_blocks=724009302_310063452_2_0_0&matching_block_id=724009302_310063452_2_0_0&sr_pri_blocks=724009302_310063452_2_0_0__111628&from=searchresults
FabHotel Kamla Regency,Bhopal,"1,481",Superb ,9.0,19 reviews,https://www.booking.com/hotel/in/kamla-regency.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=193546509_410205664_2_0_0_881079&highlighted_blocks=193546509_410205664_2_0_0_881079&matching_block_id=193546509_410205664_2_0_0_881079&sr_pri_blocks=193546509_410205664_2_0_0_881079_148122&from=searchresults
FabHotel CSFC Near Bhopal Railway Station,Bhopal,"1,032",Good ,7.6,441 reviews,https://www.booking.com/hotel/in/oyo-11546-csfc.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=320758403_410205570_2_2_0_879676&highlighted_blocks=320758403_410205570_2_2_0_879676&matching_block_id=320758403_410205570_2_2_0_879676&sr_pri_blocks=320758403_410205570_2_2_0_879676_103194&from=searchresults
Regenta Place Bhopal by Royal Orchid Hotels Limited,Bhopal,"4,051",Very good ,8.1,39 reviews,https://www.booking.com/hotel/in/regenta-place-bhopal-by-royal-orchid-hotels-limited.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=965995701_369091317_2_42_0&highlighted_blocks=965995701_369091317_2_42_0&matching_block_id=965995701_369091317_2_42_0&sr_pri_blocks=965995701_369091317_2_42_0__405090&from=searchresults
Lago villa,Bhopal,"3,800",Very good ,8.3,48 reviews,https://www.booking.com/hotel/in/lago-villa.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=133008403_335426459_2_41_0&highlighted_blocks=133008403_335426459_2_41_0&matching_block_id=133008403_335426459_2_41_0&sr_pri_blocks=133008403_335426459_2_41_0__380000&from=searchresults
The Whispering Palms Resort,Bhopal,"3,420",Review score ,6.8,38 reviews,https://www.booking.com/hotel/in/the-whispering-palms-resort.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=1098447701_382712690_0_41_0&highlighted_blocks=1098447701_382712690_0_41_0&matching_block_id=1098447701_382712690_0_41_0&sr_pri_blocks=1098447701_382712690_0_41_0__342000&from=searchresults
FabHotel The Oasis,Bhopal,"1,076",Very good ,8.0,548 reviews,https://www.booking.com/hotel/in/oyo-premium-mp-nagar-zone-ii.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=151966905_410205690_2_0_0_880681&highlighted_blocks=151966905_410205690_2_0_0_880681&matching_block_id=151966905_410205690_2_0_0_880681&sr_pri_blocks=151966905_410205690_2_0_0_880681_107578&from=searchresults
FabHotel Shree Regency,Bhopal,902,Good ,7.2,492 reviews,https://www.booking.com/hotel/in/oyo-27611-shree-regency-bhopal12345678.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=452181404_410205507_2_2_0_879683&highlighted_blocks=452181404_410205507_2_2_0_879683&matching_block_id=452181404_410205507_2_2_0_879683&sr_pri_blocks=452181404_410205507_2_2_0_879683_90207&from=searchresults
Tunez,Bhopal,"1,350",Exceptional ,9.6,20 reviews,https://www.booking.com/hotel/in/oyo-33423-mother-pride-boy-39-s-hostel.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=481758802_343655986_2_42_0&highlighted_blocks=481758802_343655986_2_42_0&matching_block_id=481758802_343655986_2_42_0&sr_pri_blocks=481758802_343655986_2_42_0__135000&from=searchresults
FabHotel Red Vibe,Bhopal,"1,608",Fabulous ,8.9,22 reviews,https://www.booking.com/hotel/in/fabhotel-red-vibe.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=1311802501_410204430_2_0_0_880888&highlighted_blocks=1311802501_410204430_2_0_0_880888&matching_block_id=1311802501_410204430_2_0_0_880888&sr_pri_blocks=1311802501_410204430_2_0_0_880888_160828&from=searchresults
FabHotel Neena Palace,Bhopal,"1,482",Good ,7.7,73 reviews,https://www.booking.com/hotel/in/oyo-23341-neena-palace-bhopal12345678.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=452181705_410205506_2_2_0_880519&highlighted_blocks=452181705_410205506_2_2_0_880519&matching_block_id=452181705_410205506_2_2_0_880519&sr_pri_blocks=452181705_410205506_2_2_0_880519_148192&from=searchresults
FabHotel Prime Manjeet,Bhopal,"1,850",Good ,7.9,18 reviews,https://www.booking.com/hotel/in/manjeet-bhopal.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-12&checkout=2025-04-13&dest_id=-2091670&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=8a291795722f02e0&srepoch=1744168876&all_sr_blocks=921106808_410204990_2_2_0_880524&highlighted_blocks=921106808_410204990_2_2_0_880524&matching_block_id=921106808_410204990_2_2_0_880524&sr_pri_blocks=921106808_410204990_2_2_0_880524_184977&from=searchresults
FabHotel Benchmark,Indore," 1,746",Fabulous ,8.6,116 reviews,https://www.booking.com/hotel/in/fabhotel-benchmark-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=999542701_410204854_2_2_0_879596&highlighted_blocks=999542701_410204854_2_2_0_879596&matching_block_id=999542701_410204854_2_2_0_879596&sr_pri_blocks=999542701_410204854_2_2_0_879596_174632&from=searchresults
Indore Marriott Hotel,Indore," 7,290",Very good ,8.5,714 reviews,https://www.booking.com/hotel/in/indore-marriott.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=281078001_389586359_2_42_0&highlighted_blocks=281078001_389586359_2_42_0&matching_block_id=281078001_389586359_2_42_0&sr_pri_blocks=281078001_389586359_2_42_0__729000&from=searchresults
Jardin Hotels Teen Imli,Indore," 2,576",Very good ,8.5,19 reviews,https://www.booking.com/hotel/in/jardin-hotels-teen-imli.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1333285404_405836587_2_26_0&highlighted_blocks=1333285404_405836587_2_26_0&matching_block_id=1333285404_405836587_2_26_0&sr_pri_blocks=1333285404_405836587_2_26_0__257600&from=searchresults
Ginger Indore,Indore," 3,299",Review score ,6.3,201 reviews,https://www.booking.com/hotel/in/ginger-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=29015301_402179010_0_42_0&highlighted_blocks=29015301_402179010_0_42_0&matching_block_id=29015301_402179010_0_42_0&sr_pri_blocks=29015301_402179010_0_42_0__329900&from=searchresults
The Hotel Phoenix,Indore," 1,520",NaN,NaN,NaN,https://www.booking.com/hotel/in/the-phoenix-indore1.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1389828802_410968446_2_0_0&highlighted_blocks=1389828802_410968446_2_0_0&matching_block_id=1389828802_410968446_2_0_0&sr_pri_blocks=1389828802_410968446_2_0_0__152000&from=searchresults
Essentia Luxury Hotel Indore,Indore," 5,850",Very good ,8.4,662 reviews,https://www.booking.com/hotel/in/essentia-luxury-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=806980001_342156088_2_42_0_266915&highlighted_blocks=806980001_342156088_2_42_0_266915&matching_block_id=806980001_342156088_2_42_0_266915&sr_pri_blocks=806980001_342156088_2_42_0_266915_585000&from=searchresults
"Radisson Blu Hotel, Indore",Indore," 6,200",Very good ,8.1,767 reviews,https://www.booking.com/hotel/in/radisson-blu-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=37727701_340820310_2_42_0_25548&highlighted_blocks=37727701_340820310_2_42_0_25548&matching_block_id=37727701_340820310_2_42_0_25548&sr_pri_blocks=37727701_340820310_2_42_0_25548_620000&from=searchresults
Treebo Premium Omni Residency,Indore," 4,193",Good ,7.9,68 reviews,https://www.booking.com/hotel/in/treebo-tryst-omni-residency.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1189795801_401329155_2_1_0&highlighted_blocks=1189795801_401329155_2_1_0&matching_block_id=1189795801_401329155_2_1_0&sr_pri_blocks=1189795801_401329155_2_1_0__419334&from=searchresults
"Lemon Tree Hotel, Indore",Indore," 4,496",Good ,7.4,241 reviews,https://www.booking.com/hotel/in/lemon-tree-indore-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=31347501_371642766_2_2_0&highlighted_blocks=31347501_371642766_2_2_0&matching_block_id=31347501_371642766_2_2_0&sr_pri_blocks=31347501_371642766_2_2_0__449600&from=searchresults
Hotel Vilaasitaa vijay nagar,Indore," 1,530",Fabulous ,8.9,95 reviews,https://www.booking.com/hotel/in/vilaasitaa.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1239457601_395876462_2_41_0&highlighted_blocks=1239457601_395876462_2_41_0&matching_block_id=1239457601_395876462_2_41_0&sr_pri_blocks=1239457601_395876462_2_41_0__152960&from=searchresults
Hotel Grand Girdhar,Indore," 2,774",Review score ,6.2,166 reviews,https://www.booking.com/hotel/in/grand-girdhar.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=704155102_411062423_2_42_0&highlighted_blocks=704155102_411062423_2_42_0&matching_block_id=704155102_411062423_2_42_0&sr_pri_blocks=704155102_411062423_2_42_0__277425&from=searchresults
Sheraton Grand Palace Indore,Indore," 6,250",Very good ,8.4,336 reviews,https://www.booking.com/hotel/in/the-grand-bhagwati-palace.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=206053504_246413687_2_41_0_461257&highlighted_blocks=206053504_246413687_2_41_0_461257&matching_block_id=206053504_246413687_2_41_0_461257&sr_pri_blocks=206053504_246413687_2_41_0_461257_625000&from=searchresults
Enrise By Sayaji Rau Indore,Indore," 4,499",Review score ,6.8,107 reviews,https://www.booking.com/hotel/in/enrise-by-sayaji-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=521744301_347563877_2_42_0&highlighted_blocks=521744301_347563877_2_42_0&matching_block_id=521744301_347563877_2_42_0&sr_pri_blocks=521744301_347563877_2_42_0__449900&from=searchresults
The Red Maple Mashal,Indore," 4,500",Good ,7.8,18 reviews,https://www.booking.com/hotel/in/the-red-maple-mashal.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=112284504_123327084_2_33_0&highlighted_blocks=112284504_123327084_2_33_0&matching_block_id=112284504_123327084_2_33_0&sr_pri_blocks=112284504_123327084_2_33_0__450000&from=searchresults
The Ashoka Hotel,"Vijay Nagar, Indore"," 1,853",Review score ,6.8,124 reviews,https://www.booking.com/hotel/in/the-ashoka-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1148926304_387724313_2_42_0_247835&highlighted_blocks=1148926304_387724313_2_42_0_247835&matching_block_id=1148926304_387724313_2_42_0_247835&sr_pri_blocks=1148926304_387724313_2_42_0_247835_185250&from=searchresults
Gaurav hotel and restaurant,Indore, 700,NaN,NaN,NaN,https://www.booking.com/hotel/in/gaurav-and-restaurant.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1380674603_410169098_2_0_0&highlighted_blocks=1380674603_410169098_2_0_0&matching_block_id=1380674603_410169098_2_0_0&sr_pri_blocks=1380674603_410169098_2_0_0__70000&from=searchresults
Playotel Premier Vijay Nagar,Indore," 3,970",Fabulous ,8.9,191 reviews,https://www.booking.com/hotel/in/playotel-premier-vijay-nagar.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=765617101_404887479_2_41_0_388636&highlighted_blocks=765617101_404887479_2_41_0_388636&matching_block_id=765617101_404887479_2_41_0_388636&sr_pri_blocks=765617101_404887479_2_41_0_388636_396990&from=searchresults
